,drug_a_name,drug_b_name,cell_line,synergy,fold
18012,VINBLASTINE,DASATINIB,SKOV3,9.2621390205,0
18013,VINBLASTINE,DINACICLIB,SKOV3,-21.1241976211,0
18014,VINBLASTINE,MK-2206,SKOV3,11.3444261502,0
18015,VINBLASTINE,MK-8669,SKOV3,40.587218729,0
18016,VINBLASTINE,MK-8776,SKOV3,7.7242606541,0
18017,VINBLASTINE,AZD1775,SKOV3,25.8018247363,1
18018,VINBLASTINE,BORTEZOMIB,SKOV3,-1.7328849344,1
18019,VINBLASTINE,GELDANAMYCIN,SKOV3,-8.0656463863,1
18020,VINBLASTINE,SORAFENIB,SKOV3,25.0822725686,1
18021,VINBLASTINE,ZOLINZA,SKOV3,24.428208264,1
18022,VINBLASTINE,BEZ-235,SKOV3,27.8394566613,2
18023,VINBLASTINE,L778123,SKOV3,33.7951934628,2
18024,VINBLASTINE,MK-5108,SKOV3,25.3973806137,2
18025,VINBLASTINE,SUNITINIB,SKOV3,4.8199995606,2
18026,VINBLASTINE,ABT-888,SKOV3,-5.2108696741,3
18027,VINBLASTINE,ERLOTINIB,SKOV3,41.0111080034,3
18029,VINBLASTINE,LAPATINIB,SKOV3,17.3096173156,4
18030,VINBLASTINE,MK-4827,SKOV3,21.0714424883,4
18031,VINBLASTINE,PD325901,SKOV3,10.5309227624,4
18032,VINORELBINE,MK-2206,SKOV3,24.0265581294,0
18034,VINORELBINE,ERLOTINIB,SKOV3,34.8512670064,1
18035,VINORELBINE,LAPATINIB,SKOV3,18.0041745157,1
18036,VINORELBINE,MK-8776,SKOV3,10.6348692014,1
18037,VINORELBINE,PD325901,SKOV3,3.66404116,1
18038,VINORELBINE,SORAFENIB,SKOV3,4.90752697,1
18039,VINORELBINE,ZOLINZA,SKOV3,22.7417461563,1
18040,VINORELBINE,DASATINIB,SKOV3,25.0526886993,2
18041,VINORELBINE,DINACICLIB,SKOV3,-15.2306625274,2
18042,VINORELBINE,GELDANAMYCIN,SKOV3,-17.3740183478,2
18043,VINORELBINE,SUNITINIB,SKOV3,1.5144876452,2
18044,VINORELBINE,ABT-888,SKOV3,6.3280117767,3
18045,VINORELBINE,BORTEZOMIB,SKOV3,-22.2226484046,3
18046,VINORELBINE,MK-5108,SKOV3,-2.8621101656,3
18047,VINORELBINE,MK-8669,SKOV3,59.3128545872,3
18048,VINORELBINE,AZD1775,SKOV3,15.3197731877,4
18049,VINORELBINE,BEZ-235,SKOV3,19.3368476136,4
18050,VINORELBINE,MK-4827,SKOV3,-0.4432590441,4
18051,ZOLINZA,DINACICLIB,SKOV3,-28.4737692456,0
18052,ZOLINZA,MK-5108,SKOV3,13.7694596068,0
18053,ZOLINZA,MK-8669,SKOV3,35.5577854504,0
18054,ZOLINZA,SN-38,SKOV3,10.6908363799,0
18055,ZOLINZA,SORAFENIB,SKOV3,-1.7658254515,0
18056,ZOLINZA,BEZ-235,SKOV3,21.0928275459,1
18057,ZOLINZA,MK-4827,SKOV3,26.3489144234,1
18058,ZOLINZA,MK-8776,SKOV3,36.8780800559,1
18059,ZOLINZA,ABT-888,SKOV3,25.5885239184,2
18060,ZOLINZA,GELDANAMYCIN,SKOV3,-3.7460937362,2
18061,ZOLINZA,GEMCITABINE,SKOV3,-4.1651508077,2
18062,ZOLINZA,LAPATINIB,SKOV3,8.4963898712,2
18063,ZOLINZA,PD325901,SKOV3,24.9912990752,2
18065,ZOLINZA,TOPOTECAN,SKOV3,26.9743282149,2
18066,ZOLINZA,DASATINIB,SKOV3,-3.4610294989,3
18068,ZOLINZA,SUNITINIB,SKOV3,-4.3769516768,3
18069,ZOLINZA,AZD1775,SKOV3,26.8856170247,4
18070,ZOLINZA,BORTEZOMIB,SKOV3,30.8835092048,4
18071,ZOLINZA,ERLOTINIB,SKOV3,14.2274977885,4
18072,ZOLINZA,MK-2206,SKOV3,36.2165942928,4
18073,5-FU,DINACICLIB,SW620,-4.5680713977,0
18074,5-FU,MK-8669,SW620,12.1373778076,0
18075,5-FU,PD325901,SW620,2.3472546751,0
18077,5-FU,AZD1775,SW620,8.0516725326,1
18078,5-FU,BEZ-235,SW620,12.0285902424,1
18079,5-FU,DASATINIB,SW620,30.4446308353,1
18080,5-FU,L778123,SW620,4.8157967021,1
18081,5-FU,LAPATINIB,SW620,-2.41819166,1
18082,5-FU,ABT-888,SW620,0.1081077187,2
18083,5-FU,BORTEZOMIB,SW620,-1.9079668183,2
18084,5-FU,MK-2206,SW620,12.5554878104,2
18085,5-FU,MK-5108,SW620,4.1982352116,2
18086,5-FU,SORAFENIB,SW620,0.5741526967,2
18087,5-FU,ZOLINZA,SW620,-17.2280051562,2
18088,5-FU,ERLOTINIB,SW620,0.4948904511,3
18089,5-FU,MK-4827,SW620,4.2713930567,3
18090,5-FU,SUNITINIB,SW620,6.8594980389,3
18091,5-FU,GELDANAMYCIN,SW620,-2.851271236,4
18092,5-FU,MK-8776,SW620,7.248509939150001,4
18093,ABT-888,SN-38,SW620,17.885222403,0
18094,ABT-888,MK-8669,SW620,1.0165238754,1
18095,ABT-888,SORAFENIB,SW620,15.8963708584,1
18096,ABT-888,TOPOTECAN,SW620,2.5575598414,1
18097,ABT-888,BEZ-235,SW620,17.5929650504,3
18098,ABT-888,GELDANAMYCIN,SW620,-15.0026455024,3
18099,ABT-888,DINACICLIB,SW620,1.2472249313,4
18100,ABT-888,MK-8776,SW620,0.0625902461,4
18102,AZD1775,DINACICLIB,SW620,-8.4630393281,0
18103,AZD1775,MK-5108,SW620,2.0556982233,0
18104,AZD1775,SN-38,SW620,-3.2486934306,0
18105,AZD1775,GELDANAMYCIN,SW620,-9.3368853778,1
18106,AZD1775,MK-4827,SW620,4.2647799306,1
18108,AZD1775,SORAFENIB,SW620,-2.8119482781,1
18109,AZD1775,ABT-888,SW620,-2.9618192105,2
18110,AZD1775,BORTEZOMIB,SW620,-6.0089265236,2
18111,AZD1775,ERLOTINIB,SW620,-7.6628195772,3
18112,AZD1775,LAPATINIB,SW620,-1.392521851,3
18113,AZD1775,TOPOTECAN,SW620,17.1235454095,3
18114,AZD1775,DASATINIB,SW620,64.27435308855,3
18115,AZD1775,MK-8776,SW620,22.602063253300003,3
18116,AZD1775,MK-2206,SW620,10.2263918513,4
18117,AZD1775,MK-8669,SW620,18.2794411308,4
18118,AZD1775,PD325901,SW620,5.6936531322,4
18119,AZD1775,BEZ-235,SW620,17.647723268100002,4
18120,BEZ-235,DINACICLIB,SW620,-0.6539714494,0
18121,BEZ-235,SORAFENIB,SW620,7.1479689107,1
18122,BEZ-235,MK-8776,SW620,18.4857567546,2
18124,BEZ-235,SN-38,SW620,1.2621038551,4
18125,BORTEZOMIB,DINACICLIB,SW620,-17.5622700293,1
18126,BORTEZOMIB,MK-8669,SW620,-2.606203184,1
18127,BORTEZOMIB,SORAFENIB,SW620,4.0954145727,1
18128,BORTEZOMIB,ABT-888,SW620,6.5988879978,2
18129,BORTEZOMIB,BEZ-235,SW620,15.5063395107,2
18130,BORTEZOMIB,DASATINIB,SW620,20.4134468079,2
18132,BORTEZOMIB,SN-38,SW620,-1.3346218754,2
18133,BORTEZOMIB,MK-8776,SW620,17.0450851938,3
18134,BORTEZOMIB,TOPOTECAN,SW620,7.7471415942,3
18135,BORTEZOMIB,GELDANAMYCIN,SW620,-20.8467591734,4
18156,CYCLOPHOSPHAMIDE,ABT-888,SW620,1.384972156,0
18157,CYCLOPHOSPHAMIDE,AZD1775,SW620,1.4643702156,0
18158,CYCLOPHOSPHAMIDE,BORTEZOMIB,SW620,8.0770383005,0
18159,CYCLOPHOSPHAMIDE,ERLOTINIB,SW620,-11.9289757758,0
18160,CYCLOPHOSPHAMIDE,GELDANAMYCIN,SW620,-6.4347649282,0
18161,CYCLOPHOSPHAMIDE,PD325901,SW620,-4.0818653217,0
18162,CYCLOPHOSPHAMIDE,BEZ-235,SW620,15.9233170886,1
18163,CYCLOPHOSPHAMIDE,DASATINIB,SW620,6.4254288734,1
18164,CYCLOPHOSPHAMIDE,DINACICLIB,SW620,6.2949776325,1
18165,CYCLOPHOSPHAMIDE,SORAFENIB,SW620,5.6682292264,1
18166,CYCLOPHOSPHAMIDE,MK-8669,SW620,9.0473234048,2
18167,CYCLOPHOSPHAMIDE,SUNITINIB,SW620,3.0421095713,2
18168,CYCLOPHOSPHAMIDE,L778123,SW620,4.2650709592,3
18169,CYCLOPHOSPHAMIDE,MK-4827,SW620,5.2970200542,3
18170,CYCLOPHOSPHAMIDE,MK-5108,SW620,1.4613203555,3
18172,CYCLOPHOSPHAMIDE,ZOLINZA,SW620,7.8067993593,3
18173,CYCLOPHOSPHAMIDE,LAPATINIB,SW620,-9.9818561934,4
18174,CYCLOPHOSPHAMIDE,MK-2206,SW620,1.8990006884,4
18175,CYCLOPHOSPHAMIDE,MK-8776,SW620,1.5030585675,4
18176,DASATINIB,ABT-888,SW620,13.2083184009,0
18178,DASATINIB,TOPOTECAN,SW620,51.3420780502,1
18179,DASATINIB,MK-8776,SW620,54.12601607705,1
18180,DASATINIB,DINACICLIB,SW620,19.8282381165,2
18181,DASATINIB,SORAFENIB,SW620,26.6713828326,3
18182,DASATINIB,BEZ-235,SW620,59.5208847443,4
18183,DASATINIB,GELDANAMYCIN,SW620,10.25660572,4
18184,DASATINIB,MK-8669,SW620,45.5529208857,4
18185,DASATINIB,SN-38,SW620,30.3963555999,4
18186,DEXAMETHASONE,MK-5108,SW620,3.9605843697,0
18188,DEXAMETHASONE,GELDANAMYCIN,SW620,-8.0924565498,1
18189,DEXAMETHASONE,MK-8669,SW620,10.0303985361,1
18190,DEXAMETHASONE,ABT-888,SW620,0.6372401721,2
18191,DEXAMETHASONE,BEZ-235,SW620,15.7173261449,2
18192,DEXAMETHASONE,MK-4827,SW620,8.7824838186,2
18193,DEXAMETHASONE,BORTEZOMIB,SW620,13.0324241434,3
18194,DEXAMETHASONE,DINACICLIB,SW620,4.8370830646,3
18195,DEXAMETHASONE,L778123,SW620,2.5843505165,3
18196,DEXAMETHASONE,ZOLINZA,SW620,8.6578608775,3
18197,DEXAMETHASONE,AZD1775,SW620,2.5464020841,4
18198,DEXAMETHASONE,DASATINIB,SW620,7.398222743,4
18199,DEXAMETHASONE,ERLOTINIB,SW620,-7.4736780422,4
18200,DEXAMETHASONE,LAPATINIB,SW620,-4.6693408087,4
18201,DEXAMETHASONE,MK-2206,SW620,5.7897760318,4
18202,DEXAMETHASONE,MK-8776,SW620,2.2104122697,4
18203,DEXAMETHASONE,PD325901,SW620,-4.7150325359,4
18204,DEXAMETHASONE,SORAFENIB,SW620,4.9370390328,4
18205,DEXAMETHASONE,SUNITINIB,SW620,3.7731143493,4
18206,DINACICLIB,MK-8776,SW620,4.0758574349,1
18207,DOXORUBICIN,DINACICLIB,SW620,0.7270792048,0
18208,DOXORUBICIN,GELDANAMYCIN,SW620,-3.8070007686,0
18209,DOXORUBICIN,L778123,SW620,0.5054897604,0
18210,DOXORUBICIN,LAPATINIB,SW620,17.5479038616,0
18211,DOXORUBICIN,ZOLINZA,SW620,-2.4149261315,0
18212,DOXORUBICIN,ERLOTINIB,SW620,4.8734952188,1
18213,DOXORUBICIN,MK-2206,SW620,18.677499436,1
18214,DOXORUBICIN,PD325901,SW620,13.7226595999,1
18215,DOXORUBICIN,SORAFENIB,SW620,-5.6003746437,1
18216,DOXORUBICIN,ABT-888,SW620,6.1466859065,2
18218,DOXORUBICIN,AZD1775,SW620,3.222406379,3
18219,DOXORUBICIN,MK-4827,SW620,-1.0577615639,3
18220,DOXORUBICIN,MK-5108,SW620,7.8829740103,3
18221,DOXORUBICIN,MK-8669,SW620,12.5997241334,3
18222,DOXORUBICIN,BEZ-235,SW620,6.7119728341,4
18223,DOXORUBICIN,BORTEZOMIB,SW620,1.7330383225,4
18224,DOXORUBICIN,DASATINIB,SW620,36.6857117609,4
18225,DOXORUBICIN,MK-8776,SW620,-4.5654365893,4
18226,DOXORUBICIN,SUNITINIB,SW620,0.5981044523,4
18227,ERLOTINIB,BEZ-235,SW620,12.7868607691,0
18228,ERLOTINIB,BORTEZOMIB,SW620,3.1578100835,0
18229,ERLOTINIB,DINACICLIB,SW620,-8.8669556387,0
18231,ERLOTINIB,SORAFENIB,SW620,1.7274603084,1
18232,ERLOTINIB,MK-8776,SW620,1.9943376565,2
18233,ERLOTINIB,PD325901,SW620,-10.3945433027,2
18234,ERLOTINIB,SN-38,SW620,18.9098645603,2
18235,ERLOTINIB,DASATINIB,SW620,31.1998669414,3
18236,ERLOTINIB,TOPOTECAN,SW620,23.349235927,3
18237,ERLOTINIB,ABT-888,SW620,-11.6446806576,4
18238,ERLOTINIB,GELDANAMYCIN,SW620,-8.0821145705,4
18239,ERLOTINIB,MK-8669,SW620,21.6292518414,4
18240,ETOPOSIDE,GELDANAMYCIN,SW620,10.0565320367,0
18241,ETOPOSIDE,MK-8669,SW620,9.187570747,0
18242,ETOPOSIDE,BORTEZOMIB,SW620,7.8737155102,1
18243,ETOPOSIDE,DINACICLIB,SW620,-11.1006366923,1
18244,ETOPOSIDE,SORAFENIB,SW620,0.8922384742,1
18246,ETOPOSIDE,BEZ-235,SW620,1.2942029484,2
18247,ETOPOSIDE,ERLOTINIB,SW620,13.5792001022,2
18248,ETOPOSIDE,MK-2206,SW620,19.4148890215,2
18249,ETOPOSIDE,MK-4827,SW620,6.3955426972,2
18250,ETOPOSIDE,MK-8776,SW620,-12.8763056128,2
18251,ETOPOSIDE,ZOLINZA,SW620,0.1821390459,2
18252,ETOPOSIDE,ABT-888,SW620,6.3523157062,3
18253,ETOPOSIDE,AZD1775,SW620,-1.5835605169,3
18254,ETOPOSIDE,SUNITINIB,SW620,7.0895166223,3
18255,ETOPOSIDE,DASATINIB,SW620,42.2477068796,4
18256,ETOPOSIDE,LAPATINIB,SW620,17.8391530156,4
18257,ETOPOSIDE,MK-5108,SW620,20.0448614683,4
18258,ETOPOSIDE,PD325901,SW620,13.8969834395,4
18259,GELDANAMYCIN,SN-38,SW620,-1.3706466848,1
18260,GELDANAMYCIN,BEZ-235,SW620,1.6962318886,2
18261,GELDANAMYCIN,DINACICLIB,SW620,-13.5657106245,2
18263,GELDANAMYCIN,SORAFENIB,SW620,-10.9660856342,2
18264,GELDANAMYCIN,TOPOTECAN,SW620,18.5504892758,3
18265,GELDANAMYCIN,MK-8776,SW620,-6.8886440118,4
18266,GEMCITABINE,ABT-888,SW620,-1.423346093,0
18267,GEMCITABINE,BEZ-235,SW620,4.9200000957,0
18268,GEMCITABINE,GELDANAMYCIN,SW620,-6.7463268384,0
18269,GEMCITABINE,LAPATINIB,SW620,-2.7233656297,0
18270,GEMCITABINE,ERLOTINIB,SW620,1.6014267305,1
18271,GEMCITABINE,MK-2206,SW620,14.4246713304,1
18272,GEMCITABINE,PD325901,SW620,8.1872124955,1
18273,GEMCITABINE,SORAFENIB,SW620,-5.8323019809,1
18274,GEMCITABINE,DASATINIB,SW620,26.0709226133,2
18275,GEMCITABINE,MK-8669,SW620,8.3670506098,2
18276,GEMCITABINE,SUNITINIB,SW620,-1.3375347532,2
18278,GEMCITABINE,MK-8776,SW620,66.10281754215,2
18279,GEMCITABINE,DINACICLIB,SW620,-6.6514970544,3
18280,GEMCITABINE,MK-4827,SW620,-1.4785746985,3
18281,GEMCITABINE,AZD1775,SW620,21.717733770149998,3
18282,GEMCITABINE,BORTEZOMIB,SW620,-0.4278052373,4
18283,GEMCITABINE,MK-5108,SW620,7.0167606571,4
18284,L778123,BEZ-235,SW620,29.7696444182,0
18285,L778123,ERLOTINIB,SW620,-6.6794725165,0
18286,L778123,GELDANAMYCIN,SW620,21.0871611606,0
18287,L778123,MK-2206,SW620,16.8922806346,0
18288,L778123,MK-5108,SW620,22.668673736,0
18290,L778123,TOPOTECAN,SW620,24.68523819,0
18291,L778123,ABT-888,SW620,-3.5191628819,1
18292,L778123,PD325901,SW620,15.9176074661,1
18293,L778123,ZOLINZA,SW620,1.1239872327,1
18294,L778123,BORTEZOMIB,SW620,-2.3664079764,2
18295,L778123,ETOPOSIDE,SW620,3.816671532,2
18296,L778123,MK-8776,SW620,4.9088189487,2
18298,L778123,SN-38,SW620,4.1952195624,2
18299,L778123,SUNITINIB,SW620,15.0834120262,2
18300,L778123,DASATINIB,SW620,44.9575367669,3
18301,L778123,DINACICLIB,SW620,0.8823567333,3
18302,L778123,LAPATINIB,SW620,4.1947561962,3
18303,L778123,MK-4827,SW620,6.5047146552,3
18304,L778123,VINORELBINE,SW620,4.5064920627,3
18305,L778123,MK-8669,SW620,22.86095527525,3
18306,L778123,GEMCITABINE,SW620,6.0106972843,4
18307,L778123,SORAFENIB,SW620,6.2787432555,4
18308,L778123,AZD1775,SW620,6.4315885281,4
18309,LAPATINIB,BORTEZOMIB,SW620,17.7038513171,0
18310,LAPATINIB,MK-8776,SW620,-4.4204465078,0
18312,LAPATINIB,DASATINIB,SW620,-1.5634713769,1
18313,LAPATINIB,PD325901,SW620,-0.3081355997,1
18314,LAPATINIB,TOPOTECAN,SW620,14.1004906907,1
18315,LAPATINIB,ABT-888,SW620,-9.0000711122,2
18316,LAPATINIB,MK-8669,SW620,3.0925554323,2
18317,LAPATINIB,MK-2206,SW620,-5.904608092749999,2
18318,LAPATINIB,DINACICLIB,SW620,8.4987101331,3
18319,LAPATINIB,ERLOTINIB,SW620,-16.4465852065,3
18320,LAPATINIB,GELDANAMYCIN,SW620,-5.0161914877,3
18321,LAPATINIB,MK-4827,SW620,12.636899615,3
18322,LAPATINIB,SN-38,SW620,19.4132224927,3
18323,LAPATINIB,SORAFENIB,SW620,11.8372347521,3
18324,LAPATINIB,BEZ-235,SW620,10.6989449187,4
18325,LAPATINIB,MK-5108,SW620,3.4537671639,4
18326,METFORMIN,DASATINIB,SW620,9.5237902331,0
18327,METFORMIN,ERLOTINIB,SW620,-7.5550640795,0
18328,METFORMIN,L778123,SW620,0.8228407303,0
18329,METFORMIN,MK-8669,SW620,8.1924509811,0
18330,METFORMIN,MK-8776,SW620,1.4393745271,0
18331,METFORMIN,AZD1775,SW620,1.1245413937,1
18332,METFORMIN,PD325901,SW620,-7.7267373287,1
18333,METFORMIN,SUNITINIB,SW620,2.9344221916,1
18334,METFORMIN,ABT-888,SW620,-3.0096380863,2
18335,METFORMIN,MK-4827,SW620,6.4357314626,2
18336,METFORMIN,MK-5108,SW620,3.501544189,2
18337,METFORMIN,BEZ-235,SW620,15.4374098321,3
18338,METFORMIN,GELDANAMYCIN,SW620,-12.7384854683,3
18339,METFORMIN,LAPATINIB,SW620,-6.5129165844,3
18340,METFORMIN,SORAFENIB,SW620,10.2259869131,3
18342,METFORMIN,BORTEZOMIB,SW620,-5.0892680948,4
18343,METFORMIN,DINACICLIB,SW620,2.4463724666,4
18344,METFORMIN,MK-2206,SW620,1.1664649423,4
18345,METFORMIN,ZOLINZA,SW620,8.2152895446,4
18346,METHOTREXATE,AZD1775,SW620,-15.1726254539,0
18347,METHOTREXATE,BEZ-235,SW620,-19.462075949,0
18348,METHOTREXATE,DINACICLIB,SW620,-12.6762223191,0
18349,METHOTREXATE,GELDANAMYCIN,SW620,-26.0994873264,0
18350,METHOTREXATE,LAPATINIB,SW620,5.0214276793,0
18351,METHOTREXATE,MK-4827,SW620,-11.4118894297,0
18352,METHOTREXATE,MK-5108,SW620,-3.1746393531,0
18353,METHOTREXATE,MK-8669,SW620,-4.1957807198,0
18354,METHOTREXATE,SUNITINIB,SW620,-16.1777301175,0
18355,METHOTREXATE,ZOLINZA,SW620,-17.7878727789,0
18356,METHOTREXATE,MK-2206,SW620,2.6127407989,1
18357,METHOTREXATE,MK-8776,SW620,1.2585138218,1
18358,METHOTREXATE,BORTEZOMIB,SW620,-11.858795195,2
18359,METHOTREXATE,ERLOTINIB,SW620,5.7525435835,2
18360,METHOTREXATE,L778123,SW620,-1.9897472909,2
18361,METHOTREXATE,ABT-888,SW620,-7.4472368751,3
18362,METHOTREXATE,SORAFENIB,SW620,-5.2487862443,3
18364,METHOTREXATE,DASATINIB,SW620,-2.8626962394,4
18365,METHOTREXATE,PD325901,SW620,-16.057484365,4
18386,MK-2206,TOPOTECAN,SW620,22.9656811752,0
18387,MK-2206,SN-38,SW620,18.321823357,1
18388,MK-2206,ERLOTINIB,SW620,-2.15906781865,1
18389,MK-2206,BEZ-235,SW620,39.2578258679,2
18390,MK-2206,MK-8669,SW620,19.72651031385,2
18391,MK-2206,GELDANAMYCIN,SW620,5.914088652,3
18392,MK-2206,ABT-888,SW620,3.0171447352,4
18393,MK-2206,BORTEZOMIB,SW620,8.1987385895,4
18394,MK-2206,DASATINIB,SW620,43.8597303029,4
18395,MK-2206,DINACICLIB,SW620,6.3474104906,4
18396,MK-2206,MK-8776,SW620,-11.8717724353,4
18398,MK-2206,PD325901,SW620,9.1657778076,4
18399,MK-2206,SORAFENIB,SW620,15.846991372,4
18437,MK-4827,BEZ-235,SW620,5.0948782938,0
18438,MK-4827,DINACICLIB,SW620,-6.1380012311,0
18440,MK-4827,BORTEZOMIB,SW620,0.8189500941,1
18441,MK-4827,MK-2206,SW620,36.544120005,1
18442,MK-4827,MK-8776,SW620,7.54417550075,1
18443,MK-4827,DASATINIB,SW620,37.056337833,2
18444,MK-4827,MK-8669,SW620,24.0365111416,2
18445,MK-4827,SN-38,SW620,22.29256226355,2
18446,MK-4827,GELDANAMYCIN,SW620,2.1483090672,3
18447,MK-4827,PD325901,SW620,6.8854290337,3
18448,MK-4827,SORAFENIB,SW620,1.6893417043,3
18449,MK-4827,ABT-888,SW620,-4.8188074665,4
18450,MK-4827,ERLOTINIB,SW620,6.2989162816,4
18451,MK-4827,TOPOTECAN,SW620,11.1749099405,4
18452,MK-5108,MK-8776,SW620,1.5272913794,0
18453,MK-5108,ABT-888,SW620,5.9671515263,1
18454,MK-5108,BEZ-235,SW620,15.4376608253,1
18455,MK-5108,DASATINIB,SW620,24.554217623,1
18456,MK-5108,ERLOTINIB,SW620,0.7896493774,1
18457,MK-5108,GELDANAMYCIN,SW620,-0.8576635619,1
18458,MK-5108,SN-38,SW620,-3.5969754514,1
18459,MK-5108,SORAFENIB,SW620,5.09508107,1
18460,MK-5108,BORTEZOMIB,SW620,-4.8473952206,2
18461,MK-5108,PD325901,SW620,16.3710433415,2
18462,MK-5108,DINACICLIB,SW620,-5.4452625855,3
18463,MK-5108,MK-2206,SW620,9.8210767966,3
18464,MK-5108,MK-4827,SW620,21.1346429354,3
18465,MK-5108,MK-8669,SW620,13.7149887471,3
18467,MK-5108,TOPOTECAN,SW620,13.6903447469,3
18469,MK-8669,MK-8776,SW620,0.0908269502,2
18470,MK-8669,TOPOTECAN,SW620,15.0399087812,2
18471,MK-8669,BEZ-235,SW620,82.7949688079,3
18472,MK-8669,DINACICLIB,SW620,-5.3921121069,3
18473,MK-8669,SN-38,SW620,4.7140204839,3
18474,MK-8669,GELDANAMYCIN,SW620,-4.2206863455,4
18475,MK-8669,SORAFENIB,SW620,16.4067006189,4
18515,PACLITAXEL,ABT-888,SW620,5.3028587928,0
18516,PACLITAXEL,DASATINIB,SW620,42.7928116589,0
18517,PACLITAXEL,L778123,SW620,13.4466102793,0
18518,PACLITAXEL,MK-8776,SW620,3.0810077138,0
18519,PACLITAXEL,SUNITINIB,SW620,15.3523894212,0
18520,PACLITAXEL,LAPATINIB,SW620,1.409339065,1
18521,PACLITAXEL,MK-5108,SW620,18.4216835184,1
18522,PACLITAXEL,GELDANAMYCIN,SW620,0.9660115152,2
18523,PACLITAXEL,MK-2206,SW620,18.7974767611,2
18524,PACLITAXEL,MK-4827,SW620,7.8026396402,2
18525,PACLITAXEL,BEZ-235,SW620,8.649253728,3
18527,PACLITAXEL,ZOLINZA,SW620,-9.7264954285,3
18528,PACLITAXEL,AZD1775,SW620,8.8198926023,4
18529,PACLITAXEL,BORTEZOMIB,SW620,0.6969158501,4
18530,PACLITAXEL,DINACICLIB,SW620,-2.3531239169,4
18531,PACLITAXEL,ERLOTINIB,SW620,-7.241218545,4
18532,PACLITAXEL,MK-8669,SW620,20.174200302,4
18533,PACLITAXEL,PD325901,SW620,33.2516780882,4
18534,PACLITAXEL,SORAFENIB,SW620,4.0606444503,4
18535,PD325901,DINACICLIB,SW620,-5.3376836599,0
18537,PD325901,SORAFENIB,SW620,11.2652895349,0
18538,PD325901,MK-8669,SW620,1.9576666465,1
18539,PD325901,ABT-888,SW620,-3.3793208579,2
18540,PD325901,BEZ-235,SW620,25.2904227306,2
18541,PD325901,GELDANAMYCIN,SW620,8.5839422069,2
18542,PD325901,MK-8776,SW620,-3.2871455179,2
18543,PD325901,SN-38,SW620,-3.5549144365,2
18544,PD325901,TOPOTECAN,SW620,21.0002153953,2
18545,PD325901,DASATINIB,SW620,3.9646099052,3
18546,PD325901,BORTEZOMIB,SW620,6.0775134567,4
18547,SN-38,DINACICLIB,SW620,-12.5712911506,0
18548,SN-38,MK-8776,SW620,-8.9317409423,0
18549,SN-38,SORAFENIB,SW620,-1.2772120572,2
18550,SORAFENIB,DINACICLIB,SW620,-5.9163701695,1
18551,SORAFENIB,MK-8776,SW620,9.4738508123,4
18552,SUNITINIB,DINACICLIB,SW620,-2.0826538404,0
18553,SUNITINIB,MK-5108,SW620,12.2685861632,0
18554,SUNITINIB,BEZ-235,SW620,14.0079433506,1
18555,SUNITINIB,DASATINIB,SW620,35.4015513638,1
18556,SUNITINIB,MK-4827,SW620,5.5692531551,1
18557,SUNITINIB,SN-38,SW620,-1.1749067964,1
18558,SUNITINIB,AZD1775,SW620,-7.9406147414,2
18559,SUNITINIB,ERLOTINIB,SW620,2.0306697242,2
18560,SUNITINIB,MK-8776,SW620,10.5061199816,2
18562,SUNITINIB,TOPOTECAN,SW620,5.2364787626,2
18563,SUNITINIB,MK-2206,SW620,16.97321159165,2
18564,SUNITINIB,GELDANAMYCIN,SW620,-3.4347005641,3
18565,SUNITINIB,LAPATINIB,SW620,5.1519663165,3
18567,SUNITINIB,SORAFENIB,SW620,-2.0354180945,3
18568,SUNITINIB,ABT-888,SW620,6.3020008234,4
18569,SUNITINIB,BORTEZOMIB,SW620,-5.0677986517,4
18570,SUNITINIB,MK-8669,SW620,18.0725055369,4
18571,SUNITINIB,PD325901,SW620,7.1699969104,4
18591,TOPOTECAN,BEZ-235,SW620,17.1998275806,1
18592,TOPOTECAN,DINACICLIB,SW620,-1.9840115743,2
18593,TOPOTECAN,SORAFENIB,SW620,1.676853063,2
18594,TOPOTECAN,MK-8776,SW620,23.7063518389,4
18595,VINBLASTINE,DASATINIB,SW620,22.3784036179,0
18596,VINBLASTINE,DINACICLIB,SW620,12.6922487037,0
18597,VINBLASTINE,MK-2206,SW620,6.2176022893,0
18598,VINBLASTINE,MK-8669,SW620,22.7495252032,0
18599,VINBLASTINE,MK-8776,SW620,3.9928404345,0
18600,VINBLASTINE,AZD1775,SW620,20.3715237687,1
18601,VINBLASTINE,BORTEZOMIB,SW620,15.1269177624,1
18602,VINBLASTINE,GELDANAMYCIN,SW620,-3.8090249469,1
18603,VINBLASTINE,SORAFENIB,SW620,35.1724852425,1
18604,VINBLASTINE,ZOLINZA,SW620,19.9681207692,1
18605,VINBLASTINE,BEZ-235,SW620,48.624279143,2
18606,VINBLASTINE,L778123,SW620,54.0558313014,2
18607,VINBLASTINE,MK-5108,SW620,37.5209694842,2
18608,VINBLASTINE,SUNITINIB,SW620,25.1692145051,2
18609,VINBLASTINE,ABT-888,SW620,-5.7127965819,3
18610,VINBLASTINE,ERLOTINIB,SW620,59.5620645155,3
18612,VINBLASTINE,LAPATINIB,SW620,5.9663145961,4
18613,VINBLASTINE,MK-4827,SW620,30.9318448731,4
18614,VINBLASTINE,PD325901,SW620,21.1061703732,4
18615,VINORELBINE,MK-2206,SW620,8.766686663,0
